timestamp,cpu_freq_MHz,cpu_usage_percent,disk_usage_percent,active_power,annual_energy,active_energy
2025-06-17 16:16:48,1600,6.6,29,25.00272,73.00794,203.24384
2025-06-17 16:16:52,1413,11.0,29,24.46581,71.44016,203.24385
2025-06-17 16:16:52,1489,11.0,29,24.46581,71.44016,203.24385
2025-06-17 16:16:52,1500,10.9,29,24.46581,71.44016,203.24385
2025-06-17 16:16:56,1530,8.6,29,24.27425,70.88081,203.24388
2025-06-17 16:16:56,1530,8.6,29,24.27425,70.88081,203.24388
2025-06-17 16:16:56,1600,8.7,29,24.27425,70.88081,203.24388
2025-06-17 16:17:00,1421,6.9,29,24.4159,71.29442,203.24391
2025-06-17 16:17:00,1421,6.9,29,24.4159,71.29442,203.24391
2025-06-17 16:17:00,1394,7.1,29,24.4159,71.29442,203.24391
2025-06-17 16:17:04,1342,6.8,29,24.66411,72.01922,203.24394
2025-06-17 16:17:05,1342,6.8,29,24.69244,72.10194,203.24394
2025-06-17 16:17:04,1906,7.0,29,24.66411,72.01922,203.24394
2025-06-17 16:17:09,1447,6.7,29,24.54945,71.68439,203.24397
2025-06-17 16:17:09,1447,6.7,29,24.54945,71.68439,203.24397
2025-06-17 16:17:09,1697,6.7,29,24.54945,71.68439,203.24397
2025-06-17 16:17:13,1598,6.4,29,24.83679,72.52342,203.244
2025-06-17 16:17:13,1598,6.4,29,24.83679,72.52342,203.244
2025-06-17 16:17:13,1600,6.2,29,24.83679,72.52342,203.244
2025-06-17 16:17:17,1627,7.5,29,24.95011,72.85431,203.24402
2025-06-17 16:17:17,1600,7.5,29,24.95011,72.85431,203.24402
2025-06-17 16:17:17,1600,7.5,29,24.95011,72.85431,203.24402
2025-06-17 16:17:21,1600,7.4,29,24.88131,72.65341,203.24405
2025-06-17 16:17:21,1600,7.4,29,24.88131,72.65341,203.24405
2025-06-17 16:17:21,1741,7.3,29,24.88131,72.65341,203.24405
2025-06-17 16:17:26,1638,7.2,29,24.47255,71.45985,203.24408
2025-06-17 16:17:26,1638,7.2,29,24.47255,71.45985,203.24408
2025-06-17 16:17:26,2149,7.2,29,24.47255,71.45985,203.24408
2025-06-17 16:17:30,1654,6.6,29,,,
2025-06-17 16:17:30,1654,6.5,29,,,
2025-06-17 16:17:30,1598,6.5,29,,,
2025-06-17 16:17:34,1539,6.9,29,23.9977,70.07328,203.24414
2025-06-17 16:17:34,3210,7.0,29,23.9977,70.07328,203.24414
2025-06-17 16:17:34,3210,7.0,29,23.9977,70.07328,203.24414
2025-06-17 16:17:38,1763,8.0,29,24.29313,70.93595,203.24416
2025-06-17 16:17:38,1763,8.1,29,24.29313,70.93595,203.24416
2025-06-17 16:17:38,1230,8.2,29,24.29313,70.93595,203.24416
2025-06-17 16:17:42,1457,8.1,29,24.6169,71.88134,203.24419
2025-06-17 16:17:42,1457,8.1,29,24.6169,71.88134,203.24419
2025-06-17 16:17:42,1267,8.1,29,24.6169,71.88134,203.24419
2025-06-17 16:17:47,1658,7.4,29,24.03277,70.1757,203.24422
2025-06-17 16:17:47,1285,7.5,29,24.03277,70.1757,203.24422
2025-06-17 16:17:47,1357,7.7,29,24.03277,70.1757,203.24422
2025-06-17 16:17:51,1389,6.7,29,24.03008,70.16782,203.24425
2025-06-17 16:17:51,1389,6.7,29,24.03008,70.16782,203.24425
2025-06-17 16:17:51,1555,6.7,29,24.03008,70.16782,203.24425
2025-06-17 16:17:55,1455,10.9,29,24.03682,70.18752,203.24428
2025-06-17 16:17:55,1240,10.8,29,24.03682,70.18752,203.24428
2025-06-17 16:17:55,1300,10.9,29,24.03682,70.18752,203.24428
2025-06-17 16:17:59,2050,5.4,29,23.7967,69.48635,203.24431
2025-06-17 16:17:59,1497,5.4,29,23.7967,69.48635,203.24431
2025-06-17 16:17:59,1500,5.3,29,23.7967,69.48635,203.24431
2025-06-17 16:18:03,1600,6.7,29,24.03952,70.1954,203.24434
2025-06-17 16:18:03,1600,6.7,29,24.03952,70.1954,203.24434
2025-06-17 16:18:03,1600,6.8,29,24.03952,70.1954,203.24434
2025-06-17 16:18:08,1409,12.1,29,24.31202,70.9911,203.24437
2025-06-17 16:18:08,1409,12.1,29,24.31202,70.9911,203.24437
2025-06-17 16:18:08,1893,12.2,29,24.31202,70.9911,203.24437
2025-06-17 16:18:12,1467,11.2,29,24.02198,70.14419,203.2444
2025-06-17 16:18:12,1467,11.2,29,24.02198,70.14419,203.2444
2025-06-17 16:18:12,1485,11.2,29,24.02198,70.14419,203.2444
2025-06-17 16:18:16,1433,7.6,29,24.20005,70.66415,203.24442
2025-06-17 16:18:16,1270,7.7,29,24.20005,70.66415,203.24442
2025-06-17 16:18:16,1317,7.6,29,24.20005,70.66415,203.24442
2025-06-17 16:18:20,1419,6.6,29,24.6884,72.09012,203.24445
2025-06-17 16:18:20,1495,6.8,29,24.6884,72.09012,203.24445
2025-06-17 16:18:20,1573,6.7,29,24.6884,72.09012,203.24445
2025-06-17 16:18:25,1437,6.8,29,24.0638,70.2663,203.24448
2025-06-17 16:18:25,1437,6.8,29,24.0638,70.2663,203.24448
2025-06-17 16:18:25,1334,6.9,29,24.0638,70.2663,203.24448
2025-06-17 16:18:29,1469,9.2,29,24.50358,71.55045,203.24451
2025-06-17 16:18:29,1469,9.0,29,24.50358,71.55045,203.24451
2025-06-17 16:18:29,1504,9.1,29,24.50358,71.55045,203.24451
2025-06-17 16:18:33,1859,8.5,29,28.01912,81.81584,203.24452
2025-06-17 16:18:33,1859,8.5,29,28.01912,81.81584,203.24452
2025-06-17 16:18:33,1282,8.6,29,28.01912,81.81584,203.24452
2025-06-17 16:18:37,1410,8.0,29,24.77608,72.34616,203.24455
2025-06-17 16:18:37,1410,8.0,29,24.77608,72.34616,203.24455
2025-06-17 16:18:37,1599,7.9,29,24.77608,72.34616,203.24455
2025-06-17 16:18:41,1584,6.8,29,24.33225,71.05019,203.24458
2025-06-17 16:18:41,2963,6.8,29,24.33225,71.05019,203.24458
2025-06-17 16:18:41,3372,6.8,29,24.33225,71.05019,203.24458
2025-06-17 16:18:46,1280,6.3,29,24.22298,70.73112,203.24461
2025-06-17 16:18:46,1280,6.3,29,24.22298,70.73112,203.24461
2025-06-17 16:18:46,1349,6.3,29,24.22298,70.73112,203.24461
2025-06-17 16:18:50,1478,6.2,29,24.78822,72.38161,203.24464
2025-06-17 16:18:50,1478,6.3,29,24.78822,72.38161,203.24464
2025-06-17 16:18:50,1599,6.4,29,24.78822,72.38161,203.24464
2025-06-17 16:18:54,1459,6.7,29,24.27559,70.88474,203.24467
2025-06-17 16:18:54,1459,6.7,29,24.27559,70.88474,203.24467
2025-06-17 16:18:54,1368,6.7,29,24.27559,70.88474,203.24467
2025-06-17 16:18:58,1457,6.7,29,24.51437,71.58197,203.24471
2025-06-17 16:18:58,1600,6.9,29,24.51437,71.58197,203.24471
2025-06-17 16:18:58,1600,6.8,29,24.51437,71.58197,203.24471
2025-06-17 16:19:02,1440,6.1,29,24.26615,70.85717,203.24474
2025-06-17 16:19:02,1440,6.1,29,24.26615,70.85717,203.24474
2025-06-17 16:19:02,2343,5.9,29,24.26615,70.85717,203.24474
2025-06-17 16:19:07,1415,6.2,29,24.53191,71.63318,203.24477
2025-06-17 16:19:07,1415,6.2,29,24.53191,71.63318,203.24477
2025-06-17 16:19:07,1359,6.5,29,24.53191,71.63318,203.24477
2025-06-17 16:19:11,1474,6.6,29,24.7518,72.27525,203.2448
2025-06-17 16:19:11,1474,6.4,29,24.7518,72.27525,203.2448
2025-06-17 16:19:11,2545,6.4,29,24.7518,72.27525,203.2448
2025-06-17 16:19:15,1424,7.2,29,24.35384,71.11321,203.24481
2025-06-17 16:19:15,1424,7.1,29,24.35384,71.11321,203.24481
2025-06-17 16:19:15,1385,7.3,29,24.35384,71.11321,203.24481
2025-06-17 16:19:19,1582,7.6,29,24.36598,71.14867,203.24484
2025-06-17 16:19:19,1588,7.5,29,24.36598,71.14867,203.24484
2025-06-17 16:19:19,1588,7.4,29,24.36598,71.14867,203.24484
2025-06-17 16:19:24,1433,7.2,29,23.78995,69.46665,203.24487
2025-06-17 16:19:24,1433,7.2,29,23.78995,69.46665,203.24487
2025-06-17 16:19:24,1305,7.3,29,23.78995,69.46665,203.24487
2025-06-17 16:19:28,1410,10.3,29,24.38352,71.19987,203.2449
2025-06-17 16:19:28,1410,10.5,29,24.38352,71.19987,203.2449
2025-06-17 16:19:28,1430,10.6,29,24.38352,71.19987,203.2449
2025-06-17 16:19:32,1667,7.5,29,28.3267,82.71397,203.24493
2025-06-17 16:19:32,1667,7.4,29,28.3267,82.71397,203.24493
2025-06-17 16:19:32,1377,7.8,29,28.3267,82.71397,203.24493
2025-06-17 16:19:36,1428,6.8,29,24.50898,71.56622,203.24496
2025-06-17 16:19:36,1490,6.8,29,24.50898,71.56622,203.24496
2025-06-17 16:19:36,1542,6.7,29,24.50898,71.56622,203.24496
2025-06-17 16:19:40,1386,8.2,29,24.40105,71.25108,203.24498
2025-06-17 16:19:40,1386,8.2,29,24.40105,71.25108,203.24498
2025-06-17 16:19:40,1600,8.3,29,24.40105,71.25108,203.24498
2025-06-17 16:19:45,1209,12.0,29,24.46716,71.4441,203.24501
2025-06-17 16:19:45,1720,12.0,29,24.46716,71.4441,203.24501
2025-06-17 16:19:45,3284,12.2,29,24.46716,71.4441,203.24501
2025-06-17 16:19:49,1426,11.3,29,24.2648,70.85323,203.24506
2025-06-17 16:19:49,1426,11.3,29,24.2648,70.85323,203.24506
2025-06-17 16:19:49,1577,11.6,29,24.2648,70.85323,203.24506
2025-06-17 16:19:53,1407,7.7,29,24.07999,70.31357,203.24507
2025-06-17 16:19:53,1537,7.7,29,24.07999,70.31357,203.24507
2025-06-17 16:19:53,1530,7.6,29,24.07999,70.31357,203.24507
2025-06-17 16:19:57,1443,7.4,29,24.1299,70.45931,203.24509
2025-06-17 16:19:57,1443,7.4,29,24.1299,70.45931,203.24509
2025-06-17 16:19:57,1504,7.6,29,24.1299,70.45931,203.24509
2025-06-17 16:20:01,1447,7.0,29,24.15823,70.54204,203.24512
2025-06-17 16:20:01,1447,6.8,29,24.15823,70.54204,203.24512
2025-06-17 16:20:01,1337,6.9,29,24.15823,70.54204,203.24512
2025-06-17 16:20:06,1446,6.8,29,24.62499,71.90498,203.24515
2025-06-17 16:20:06,1446,6.8,29,24.62499,71.90498,203.24515
2025-06-17 16:20:06,2545,6.9,29,24.62499,71.90498,203.24515
2025-06-17 16:20:10,1464,7.1,29,23.99905,70.07722,203.24518
2025-06-17 16:20:10,1464,7.1,29,23.99905,70.07722,203.24518
2025-06-17 16:20:10,1423,7.1,29,23.99905,70.07722,203.24518
2025-06-17 16:20:14,1448,6.5,29,24.37003,71.16048,203.24521
2025-06-17 16:20:14,1738,6.3,29,24.37003,71.16048,203.24521
2025-06-17 16:20:14,3299,6.3,29,24.37003,71.16048,203.24521
2025-06-17 16:20:18,1522,9.1,29,24.34305,71.0817,203.24524
2025-06-17 16:20:18,1522,9.0,29,24.34305,71.0817,203.24524
2025-06-17 16:20:18,1307,9.1,29,24.34305,71.0817,203.24524
2025-06-17 16:20:23,1828,6.5,29,24.20275,70.67203,203.24527
2025-06-17 16:20:23,1600,6.5,29,24.20275,70.67203,203.24527
2025-06-17 16:20:23,1599,6.5,29,24.20275,70.67203,203.24527
2025-06-17 16:20:27,1399,7.6,29,24.52516,71.61348,203.2453
2025-06-17 16:20:27,1399,7.6,29,24.52516,71.61348,203.2453
2025-06-17 16:20:27,1423,7.5,29,24.52516,71.61348,203.2453
2025-06-17 16:20:31,1504,8.1,29,25.74063,75.16264,203.24533
2025-06-17 16:20:31,1504,8.1,29,25.74063,75.16264,203.24533
2025-06-17 16:20:31,2365,8.0,29,25.74063,75.16264,203.24533
2025-06-17 16:20:35,1358,7.8,29,24.69649,72.11375,203.24536
2025-06-17 16:20:35,1400,7.8,29,24.69649,72.11375,203.24536
2025-06-17 16:20:35,1460,7.7,29,24.69649,72.11375,203.24536
2025-06-17 16:20:39,1421,7.7,29,24.28909,70.92413,203.24538
2025-06-17 16:20:39,1421,7.7,29,24.28909,70.92413,203.24538
2025-06-17 16:20:39,1597,7.8,29,24.28909,70.92413,203.24538
2025-06-17 16:20:44,1529,8.1,29,24.54135,71.66075,203.24542
2025-06-17 16:20:44,1400,7.9,29,24.54135,71.66075,203.24542
2025-06-17 16:20:44,1400,7.9,29,24.54135,71.66075,203.24542
2025-06-17 16:20:48,1365,6.6,29,24.14339,70.49871,203.24544
2025-06-17 16:20:48,1365,6.6,29,24.14339,70.49871,203.24544
2025-06-17 16:20:48,1517,6.6,29,24.14339,70.49871,203.24544
2025-06-17 16:20:52,1416,11.4,29,24.65602,71.99557,203.24547
2025-06-17 16:20:52,1416,11.4,29,24.65602,71.99557,203.24547
2025-06-17 16:20:52,1383,11.4,29,24.65602,71.99557,203.24547
2025-06-17 16:20:56,1392,12.1,29,24.79767,72.40919,203.2455
2025-06-17 16:20:56,2572,12.3,29,24.79767,72.40919,203.2455
2025-06-17 16:20:56,2500,12.3,29,24.79767,72.40919,203.2455
2025-06-17 16:21:00,1351,7.0,29,24.44692,71.38501,203.24553
2025-06-17 16:21:00,1351,6.9,29,24.44692,71.38501,203.24553
2025-06-17 16:21:00,1481,6.8,29,24.44692,71.38501,203.24553
2025-06-17 16:21:05,1426,7.1,29,24.46446,71.43622,203.24554
2025-06-17 16:21:05,1426,7.2,29,24.46446,71.43622,203.24554
2025-06-17 16:21:05,2250,7.4,29,24.46446,71.43622,203.24554
2025-06-17 16:21:09,1381,6.7,29,24.27559,70.88474,203.24557
2025-06-17 16:21:09,1381,6.6,29,24.27559,70.88474,203.24557
2025-06-17 16:21:09,1369,6.8,29,24.27559,70.88474,203.24557
2025-06-17 16:21:13,1534,6.1,29,24.25941,70.83747,203.24561
2025-06-17 16:21:13,1534,6.1,29,24.25941,70.83747,203.24561
2025-06-17 16:21:13,1583,6.2,29,24.25941,70.83747,203.24561
2025-06-17 16:21:17,1480,7.3,29,24.58047,71.77499,203.24564
2025-06-17 16:21:17,1480,7.2,29,24.58047,71.77499,203.24564
2025-06-17 16:21:17,1398,7.2,29,24.58047,71.77499,203.24564
2025-06-17 16:21:22,1461,6.2,29,24.46851,71.44804,203.24567
2025-06-17 16:21:22,1422,6.2,29,24.46851,71.44804,203.24567
2025-06-17 16:21:22,1499,6.1,29,24.46851,71.44804,203.24567
2025-06-17 16:21:26,1302,6.4,29,24.47255,71.45985,203.2457
2025-06-17 16:21:26,1300,6.4,29,24.47255,71.45985,203.2457
2025-06-17 16:21:26,1300,6.2,29,24.47255,71.45985,203.2457
2025-06-17 16:21:30,1818,7.1,29,26.72002,78.02245,203.24571
2025-06-17 16:21:30,1818,7.0,29,26.72002,78.02245,203.24571
2025-06-17 16:21:30,1573,7.3,29,26.72002,78.02245,203.24571
2025-06-17 16:21:34,1354,6.9,29,24.17577,70.59325,203.24574
2025-06-17 16:21:34,1354,7.0,29,24.17577,70.59325,203.24574
2025-06-17 16:21:34,1456,7.0,29,24.17577,70.59325,203.24574
2025-06-17 16:21:38,1573,8.7,29,24.59127,71.8065,203.24577
2025-06-17 16:21:38,1508,8.7,29,24.59127,71.8065,203.24577
2025-06-17 16:21:38,2261,8.8,29,24.59127,71.8065,203.24577
2025-06-17 16:21:43,1548,6.5,29,24.37407,71.1723,203.2458
2025-06-17 16:21:43,1548,6.5,29,24.37407,71.1723,203.2458
2025-06-17 16:21:43,2327,6.6,29,24.37407,71.1723,203.2458
2025-06-17 16:21:47,1701,7.6,29,25.36425,74.06362,203.24583
2025-06-17 16:21:47,2400,7.5,29,25.36425,74.06362,203.24583
2025-06-17 16:21:47,2400,7.3,29,25.36425,74.06362,203.24583
2025-06-17 16:21:51,1451,6.4,29,24.22433,70.73505,203.24586
2025-06-17 16:21:51,1395,6.5,29,24.22433,70.73505,203.24586
2025-06-17 16:21:51,1499,6.6,29,24.22433,70.73505,203.24586
2025-06-17 16:21:55,1441,6.5,29,24.7491,72.26738,203.2459
2025-06-17 16:21:55,1441,6.5,29,24.7491,72.26738,203.2459
2025-06-17 16:21:55,1460,6.5,29,24.7491,72.26738,203.2459
2025-06-17 16:21:59,1488,21.0,29,24.87186,72.62584,203.24591
2025-06-17 16:21:59,1537,21.0,29,24.87186,72.62584,203.24591
2025-06-17 16:21:59,1536,21.1,29,24.87186,72.62584,203.24591
2025-06-17 16:22:04,1722,19.1,29,24.9663,72.90158,203.24596
2025-06-17 16:22:04,1722,19.3,29,24.9663,72.90158,203.24596
2025-06-17 16:22:04,1373,19.5,29,24.9663,72.90158,203.24596
2025-06-17 16:22:08,1838,15.9,29,31.44968,91.83307,203.24597
2025-06-17 16:22:08,1838,15.8,29,31.44968,91.83307,203.24597
2025-06-17 16:22:08,1300,15.9,29,31.44968,91.83307,203.24597
2025-06-17 16:22:12,1434,16.1,29,24.73022,72.21223,203.246
2025-06-17 16:22:12,1470,16.1,29,24.73022,72.21223,203.246
2025-06-17 16:22:12,1434,16.0,29,24.73022,72.21223,203.246
2025-06-17 16:22:16,1723,20.0,29,25.5167,74.50875,203.24603
2025-06-17 16:22:16,2700,20.1,29,25.5167,74.50875,203.24603
2025-06-17 16:22:16,2700,20.2,29,25.5167,74.50875,203.24603
2025-06-17 16:22:21,1832,6.5,29,27.60497,80.60653,203.24606
2025-06-17 16:22:21,1600,6.4,29,27.60497,80.60653,203.24606
2025-06-17 16:22:21,1600,6.5,29,27.60497,80.60653,203.24606
2025-06-17 16:22:25,1597,10.1,29,27.58204,80.53956,203.24609
2025-06-17 16:22:25,1597,10.2,29,27.58204,80.53956,203.24609
2025-06-17 16:22:25,1600,10.2,29,27.58204,80.53956,203.24609
2025-06-17 16:22:29,2138,6.3,29,31.77884,92.79422,203.24612
2025-06-17 16:22:29,2138,6.3,29,31.77884,92.79422,203.24612
2025-06-17 16:22:29,2637,6.4,29,31.77884,92.79422,203.24612
2025-06-17 16:22:33,1652,5.8,29,27.78844,81.14225,203.24615
2025-06-17 16:22:33,1600,5.8,29,27.78844,81.14225,203.24615
2025-06-17 16:22:33,1600,5.8,29,27.78844,81.14225,203.24615
2025-06-17 16:22:37,1600,6.5,29,27.45928,80.1811,203.24619
2025-06-17 16:22:37,1600,6.5,29,27.45928,80.1811,203.24619
2025-06-17 16:22:37,1600,6.7,29,27.45928,80.1811,203.24619
2025-06-17 16:22:42,1709,5.4,29,27.46737,80.20473,203.24623
2025-06-17 16:22:42,1709,5.4,29,27.46737,80.20473,203.24623
2025-06-17 16:22:42,2120,5.3,29,27.46737,80.20473,203.24623
2025-06-17 16:22:46,1697,6.1,29,27.38104,79.95264,203.24626
2025-06-17 16:22:46,2629,6.2,29,27.38104,79.95264,203.24626
2025-06-17 16:22:46,3299,6.3,29,27.38104,79.95264,203.24626
2025-06-17 16:22:50,1683,6.0,29,28.33479,82.7376,203.24629
2025-06-17 16:22:50,1683,6.0,29,28.33479,82.7376,203.24629
2025-06-17 16:22:50,1610,6.1,29,28.33479,82.7376,203.24629
2025-06-17 16:22:54,1943,5.6,29,29.44773,85.98739,203.24632
2025-06-17 16:22:54,1943,5.6,29,29.44773,85.98739,203.24632
2025-06-17 16:22:54,2643,5.7,29,29.44773,85.98739,203.24632
2025-06-17 16:22:58,1710,5.5,29,28.14593,82.18612,203.24635
2025-06-17 16:22:58,2151,5.4,29,28.14593,82.18612,203.24635
2025-06-17 16:22:58,3200,5.5,29,28.14593,82.18612,203.24635
2025-06-17 16:23:03,1729,6.0,29,27.88153,81.41405,203.2464
2025-06-17 16:23:03,1729,6.1,29,27.88153,81.41405,203.2464
2025-06-17 16:23:03,2246,5.9,29,27.88153,81.41405,203.2464
2025-06-17 16:23:07,1678,6.1,29,28.12165,82.11522,203.24643
2025-06-17 16:23:07,1678,6.1,29,28.12165,82.11522,203.24643
2025-06-17 16:23:07,1600,6.0,29,28.12165,82.11522,203.24643
2025-06-17 16:23:11,1699,5.8,29,27.82352,81.24467,203.24646
2025-06-17 16:23:11,2019,5.8,29,27.82352,81.24467,203.24646
2025-06-17 16:23:11,3200,5.9,29,27.82352,81.24467,203.24646
2025-06-17 16:23:15,1783,6.0,29,28.10411,82.064,203.24649
2025-06-17 16:23:15,1783,6.0,29,28.10411,82.064,203.24649
2025-06-17 16:23:15,2049,5.8,29,28.10411,82.064,203.24649
2025-06-17 16:23:19,1696,5.1,29,28.01373,81.80009,203.24652
2025-06-17 16:23:19,1696,5.1,29,28.01373,81.80009,203.24652
2025-06-17 16:23:19,1600,5.3,29,28.01373,81.80009,203.24652
2025-06-17 16:23:24,1833,8.1,29,27.93009,81.55586,203.24655
2025-06-17 16:23:24,1636,8.3,29,27.93009,81.55586,203.24655
2025-06-17 16:23:24,3299,8.1,29,27.93009,81.55586,203.24655
2025-06-17 16:23:28,2103,5.6,29,28.02047,81.81978,203.24658
2025-06-17 16:23:28,2103,5.6,29,28.02047,81.81978,203.24658
2025-06-17 16:23:28,1600,5.6,29,28.02047,81.81978,203.24658
2025-06-17 16:23:32,1647,6.9,29,28.02857,81.84342,203.24661
2025-06-17 16:23:32,1732,6.9,29,28.02857,81.84342,203.24661
