time,cpu_frequency,cpu_usage,sda_usage,active_power,power_time
20260312143710,1600,0.7628,0.0065,27.627441252999997,20260312143719
20260312143755,1600,0.7627,0.0065,24.544738089000003,20260312143759
20260312143843,1600,0.7627,0.0065,27.770407897,20260312143849
20260312143929,1600,0.7627,0.0065,24.891931704,20260312143929
20260312144015,1600,0.7627,0.0065,27.731827953,20260312144019
20260312144103,1600,0.7627,0.0065,27.540075624,20260312144109
20260312144149,1600,0.7626,0.0065,22.545577498,20260312144149
20260312144236,1600,0.7626,0.0065,25.349171331,20260312144239
20260312144323,1600,0.7626,0.0065,28.254874336,20260312144329
20260312144412,1600,0.7626,0.0065,27.861163937,20260312144419
20260312144458,1600,0.7626,0.0065,27.978033906,20260312144459
20260312144544,1600,0.7626,0.0065,27.653537928,20260312144549
20260312144631,1600,0.7625,0.0065,28.144819697000003,20260312144639
20260312144717,1600,0.7625,0.0065,26.203520395,20260312144719
20260312144805,1600,0.7625,0.0065,26.658499748,20260312144809
20260312144852,1600,0.7625,0.0065,24.880578572,20260312144859
20260312144939,1600,0.7625,0.0065,23.025514762,20260312144939
20260312145026,1600,0.7625,0.0065,26.010637929,20260312145029
20260312145113,1600,0.7624,0.0065,25.671398408,20260312145119
20260312145159,1600,0.7624,0.0065,25.075729939,20260312145159
20260312145248,1600,0.7624,0.0065,27.925840556,20260312145249
20260312145334,1600,0.7624,0.0065,26.226218032000002,20260312145339
20260312145421,1600,0.7624,0.0065,26.501919698000002,20260312145429
20260312145506,1600,0.7623,0.0065,24.751242588,20260312145509
20260312145554,1600,0.7623,0.0065,26.568865218,20260312145559
20260312145641,1600,0.7623,0.0065,27.181546131,20260312145649
20260312145728,1600,0.7623,0.0065,27.047663718000003,20260312145729
20260312145815,1600,0.7623,0.0065,27.551428756,20260312145819
20260312145901,1600,0.7623,0.0065,28.540790370000003,20260312145909
20260312145948,1600,0.7622,0.0065,26.375982752000002,20260312145949
20260312150034,1600,0.7622,0.0065,25.363923501,20260312150039
20260312150121,1600,0.7622,0.0065,28.237853265,20260312150129
20260312150208,1600,0.7622,0.0065,26.568865218,20260312150209
20260312150255,1600,0.7622,0.0065,25.029213155,20260312150259
20260312150342,1600,0.7621,0.0065,25.503473853000003,20260312150349
20260312150429,1600,0.7621,0.0065,23.225203931000003,20260312150429
20260312150517,1600,0.7621,0.0065,28.07674404,20260312150519
20260312150604,1600,0.7621,0.0065,27.778344736999998,20260312150609
20260312150649,1600,0.7621,0.0065,23.825410202,20260312150649
20260312150736,1600,0.7621,0.0065,25.042826561000002,20260312150739
20260312150823,1600,0.762,0.0065,25.981142216000002,20260312150829
20260312150910,1600,0.762,0.0065,27.045394817000002,20260312150919
20260312150957,1600,0.762,0.0065,26.294285062,20260312150959
20260312151043,1600,0.762,0.0065,27.292739534000003,20260312151049
20260312151130,1600,0.762,0.0065,27.174739428,20260312151139
20260312151216,1600,0.7619,0.0065,24.234994281000002,20260312151219
20260312151303,1600,0.7619,0.0065,27.204235140999998,20260312151309
20260312151350,1600,0.7619,0.0065,27.141836050000002,20260312151359
20260312151437,1600,0.7619,0.0065,26.24436924,20260312151439
20260312151524,1600,0.7619,0.0065,26.075314548,20260312151529
20260312151611,1600,0.7619,0.0065,27.614957984,20260312151619
20260312151658,1600,0.7618,0.0065,27.533268921,20260312151659
20260312151745,1600,0.7618,0.0065,26.500789561,20260312151749
20260312151832,1600,0.7618,0.0065,27.667151334,20260312151839
20260312151918,1600,0.7618,0.0065,26.899029135000003,20260312151919
20260312152005,1600,0.7618,0.0065,26.818478836,20260312152009
20260312152137,1600,0.7617,0.0065,27.363084092,20260312152139
20260312152226,1600,0.7617,0.0065,26.355562643000003,20260312152229
20260312152313,1600,0.7617,0.0065,25.64643187,20260312152319
20260312152358,1600,0.7617,0.0065,24.488006937,20260312152359
