time,cpu_freq,hadoop_idx,cpu_idle,sda_idle
20260325183314,800,0,0.5283,0.1296
20260325183315,800,0,0.5283,0.1296
20260325183316,800,0,0.5283,0.1296
20260325183317,800,0,0.5283,0.1296
20260325183318,800,0,0.5283,0.1296
20260325183320,800,0,0.5283,0.1296
20260325183321,800,0,0.5283,0.1296
20260325183322,800,0,0.5283,0.1296
20260325183323,800,0,0.5283,0.1296
20260325183324,800,0,0.5283,0.1296
20260325183325,800,0,0.5283,0.1296
20260325183326,800,0,0.5283,0.1296
20260325183327,800,0,0.5283,0.1296
20260325183328,800,0,0.5283,0.1296
20260325183329,800,0,0.5283,0.1296
20260325183330,800,0,0.5283,0.1296
20260325183331,800,0,0.5283,0.1296
20260325183332,800,0,0.5283,0.1296
20260325183333,800,0,0.5283,0.1296
20260325183334,800,0,0.5283,0.1296
20260325183335,800,0,0.5283,0.1296
20260325183336,800,0,0.5283,0.1296
20260325183337,800,0,0.5283,0.1296
20260325183338,800,0,0.5283,0.1296
20260325183339,800,0,0.5283,0.1296
20260325183340,800,0,0.5283,0.1296
20260325183341,800,0,0.5283,0.1296
20260325183342,800,0,0.5283,0.1296
20260325183343,800,0,0.5283,0.1296
20260325183344,800,0,0.5283,0.1296
20260325183345,800,0,0.5283,0.1296
20260325183346,800,0,0.5283,0.1296
20260325183347,800,0,0.5283,0.1296
20260325183348,800,0,0.5283,0.1296
20260325183349,800,0,0.5283,0.1296
20260325183350,800,0,0.5283,0.1296
20260325183351,800,0,0.5283,0.1296
20260325183352,800,0,0.5283,0.1296
20260325183353,800,0,0.5283,0.1296
20260325183354,800,0,0.5283,0.1296
20260325183355,800,0,0.5283,0.1296
20260325183356,800,0,0.5283,0.1296
20260325183357,800,0,0.5283,0.1296
20260325183358,800,0,0.5283,0.1296
20260325183359,800,0,0.5283,0.1296
20260325183401,800,0,0.5283,0.1296
20260325183402,800,0,0.5283,0.1296
20260325183403,800,0,0.5283,0.1296
20260325183404,800,0,0.5283,0.1296
20260325183405,800,0,0.5283,0.1296
20260325183406,800,0,0.5283,0.1296
20260325183407,800,0,0.5283,0.1296
20260325183408,800,0,0.5283,0.1296
20260325183409,800,0,0.5283,0.1296
20260325183410,800,0,0.5283,0.1296
20260325183411,800,0,0.5283,0.1296
20260325183412,800,0,0.5283,0.1296
20260325183413,800,0,0.5283,0.1296
20260325183414,800,0,0.5283,0.1296
20260325183415,800,0,0.5283,0.1296
20260325183416,800,0,0.5283,0.1296
20260325183417,800,0,0.5283,0.1296
20260325183418,800,0,0.5283,0.1296
20260325183419,800,0,0.5283,0.1296
20260325183420,800,0,0.5283,0.1296
20260325183421,800,0,0.5283,0.1296
20260325183422,800,0,0.5283,0.1296
20260325183423,800,0,0.5283,0.1296
20260325183424,800,0,0.5283,0.1296
20260325183425,800,0,0.5283,0.1296
20260325183426,800,0,0.5283,0.1296
20260325183427,800,0,0.5283,0.1296
20260325183428,800,0,0.5282,0.1296
20260325183429,800,0,0.5282,0.1296
20260325183430,800,0,0.5282,0.1296
20260325183431,800,0,0.5282,0.1296
20260325183432,800,0,0.5283,0.1296
20260325183433,800,0,0.5283,0.1296
20260325183434,800,0,0.5283,0.1296
20260325183435,800,0,0.5283,0.1296
20260325183436,800,0,0.5283,0.1296
20260325183437,800,0,0.5283,0.1296
20260325183439,800,0,0.5283,0.1296
20260325183440,800,0,0.5283,0.1296
20260325183441,800,0,0.5283,0.1296
20260325183442,800,0,0.5283,0.1296
20260325183443,800,0,0.5283,0.1296
20260325183444,800,0,0.5283,0.1296
20260325183445,800,0,0.5283,0.1296
20260325183446,800,0,0.5283,0.1296
20260325183447,800,0,0.5283,0.1296
20260325183448,800,0,0.5283,0.1296
20260325183449,800,0,0.5283,0.1296
20260325183450,800,0,0.5283,0.1296
20260325183451,800,0,0.5283,0.1296
20260325183452,800,0,0.5283,0.1296
20260325183453,800,0,0.5283,0.1296
20260325183454,800,0,0.5283,0.1296
20260325183455,800,0,0.5283,0.1296
20260325183456,800,0,0.5283,0.1296
20260325183457,800,0,0.5283,0.1296
20260325183458,800,0,0.5283,0.1296
20260325183459,800,0,0.5283,0.1296
20260325183500,800,0,0.5283,0.1296
20260325183501,800,0,0.5283,0.1296
20260325183502,800,0,0.5283,0.1296
20260325183503,800,0,0.5283,0.1296
20260325183504,800,1,0.5283,0.1296
20260325183505,800,1,0.5283,0.1296
