param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,cpu_frequency,run_time,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,run_11,run_12,run_13,run_14,run_15,run_16,run_17,run_18,run_19,run_20,run_21,run_22,run_23,run_24,run_25,run_26,run_27,run_28,run_29,run_30,run_31,run_32,run_33,run_34,run_35,run_36,run_37,run_38,run_39,run_40,run_41,run_42,run_43,run_44,run_45,run_46,run_47,run_48,run_49,run_50,run_51,run_52,run_53,run_54,run_55,run_56,run_57,run_58,run_59,run_60,run_61,run_62,run_63,run_64,run_65,run_66,run_67,run_68,run_69,run_70,run_71,run_72,run_73,run_74,run_75,run_76,run_77,run_78,run_79,run_80,run_81,run_82,run_83,run_84,run_85,run_86,run_87,run_88,run_89,run_90
20,0.5,270,0.32,0.3,920,FALSE,FALSE,800,247,41,8,4,10,6,6,3,3,7,94,2,1,1,0,0,0,0,1,0,1,5,0,0,1,1,0,1,0,0,7,9,0,0,0,2,1,1,0,1,9,3,0,0,0,0,1,0,0,1,8,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
80,0.7,220,0.92,0.5,820,TRUE,FALSE,800,247,42,4,13,12,12,3,1,2,8,81,5,1,1,1,1,0,1,0,1,4,2,0,0,1,1,2,0,0,0,6,5,0,1,0,2,0,0,0,0,8,2,1,0,0,1,1,0,1,1,4,1,0,0,0,2,0,1,0,1,4,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
90,0.6,250,0.44,0.3,530,FALSE,FALSE,800,254,39,7,6,15,20,7,2,4,9,79,3,1,1,0,1,0,1,0,0,2,3,1,2,1,1,0,1,0,2,9,6,1,1,3,2,1,0,1,1,6,0,0,0,0,0,1,0,2,0,2,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
30,0.9,200,0.45,0.7,930,TRUE,FALSE,800,250,40,6,7,13,15,7,2,6,12,74,4,2,1,0,1,0,2,0,1,3,2,0,1,1,0,0,0,0,0,10,10,0,0,2,1,3,2,0,1,8,2,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
60,0.7,230,0.36,0.3,520,TRUE,TRUE,800,254,43,4,6,15,13,4,5,4,4,86,8,0,2,0,1,1,0,0,0,2,2,0,1,0,2,1,0,0,0,9,4,0,1,0,3,0,0,0,0,4,5,0,1,0,0,2,1,0,0,4,1,0,0,0,0,2,1,0,1,4,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
40,0.6,120,0.68,0.6,460,FALSE,TRUE,800,252,58,6,4,14,9,6,4,3,6,73,9,0,0,1,1,2,1,0,0,2,4,0,0,1,0,1,1,0,0,8,2,0,1,3,1,2,0,1,1,6,4,1,1,1,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0.9,110,0.9,0.4,700,TRUE,TRUE,800,248,51,1,4,5,6,3,2,3,3,97,1,0,1,5,0,0,1,0,1,4,8,0,0,4,1,0,0,1,1,16,3,1,0,0,1,1,0,0,0,5,2,1,0,0,1,0,2,1,0,1,1,1,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,0.8,140,0.86,0.3,200,TRUE,FALSE,800,244,42,2,6,14,10,5,3,3,4,87,2,1,0,1,2,0,1,1,1,2,6,1,0,3,1,0,0,0,3,6,5,1,0,0,1,2,0,1,1,10,2,0,1,0,1,0,0,0,0,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
40,0.8,150,0.45,0.3,150,FALSE,TRUE,800,251,59,6,8,12,11,8,0,6,8,61,8,0,1,2,0,0,1,0,0,2,9,2,0,1,2,2,0,0,1,6,10,0,1,2,1,1,0,0,0,8,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
10,0.6,250,0.57,0.8,780,FALSE,TRUE,800,248,52,3,4,13,13,7,6,4,6,77,3,0,0,1,0,0,0,1,0,0,3,0,0,1,1,2,1,1,1,3,5,2,2,1,2,0,0,0,2,12,3,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
60,0.9,220,0.49,0.9,880,FALSE,TRUE,800,256,44,7,3,10,9,1,5,1,4,99,3,1,2,1,0,1,0,0,0,5,8,0,0,1,3,0,1,0,5,5,6,1,0,1,2,2,1,0,0,12,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
10,0.8,230,0.68,0.5,800,FALSE,FALSE,800,239,48,2,5,11,4,3,2,3,6,81,7,0,2,1,0,1,1,0,0,4,8,0,3,2,0,2,0,0,1,8,6,0,0,1,2,0,0,0,1,8,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
80,0.7,250,0.81,0.6,1000,TRUE,FALSE,800,246,44,1,7,17,14,9,4,3,14,64,11,0,0,0,1,0,0,1,0,1,1,2,0,0,2,2,0,0,0,12,6,0,3,1,2,1,0,1,0,4,4,0,1,0,1,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1
20,0.7,170,0.31,0.3,130,FALSE,FALSE,800,246,49,7,4,9,13,3,5,5,9,74,6,0,1,0,0,0,0,0,1,3,4,2,0,1,2,2,0,0,1,8,7,0,1,0,1,2,0,1,0,8,3,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1
70,0.7,250,0.64,0.3,710,FALSE,FALSE,800,250,45,3,8,11,11,5,2,7,8,82,7,1,1,0,2,3,0,0,0,2,6,1,0,0,0,0,1,0,1,7,5,2,0,1,3,3,0,0,1,9,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
50,0.8,260,0.59,0.5,910,FALSE,FALSE,800,241,47,6,5,11,6,7,3,3,8,81,3,0,1,1,0,0,0,1,2,0,2,0,0,2,0,0,1,0,2,10,8,0,1,0,2,3,0,0,0,7,2,0,0,0,1,1,0,1,1,2,1,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
30,0.8,120,1,0.7,230,FALSE,FALSE,800,246,59,2,0,8,5,3,2,4,2,88,5,1,1,1,1,0,0,1,0,1,3,0,1,0,2,0,1,1,0,10,7,0,1,0,1,1,0,0,0,9,2,0,1,0,0,1,0,1,0,0,2,0,1,0,0,1,0,1,0,5,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
20,0.5,270,0.95,0.3,910,TRUE,FALSE,800,255,45,6,8,9,12,5,3,6,6,93,3,0,1,1,0,1,0,0,0,2,8,0,2,0,0,0,0,0,0,7,3,0,0,1,2,3,0,2,1,10,2,0,0,2,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
50,0.6,160,1,0.9,950,TRUE,FALSE,800,242,48,4,6,10,12,8,2,5,12,72,2,2,1,3,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,4,5,0,2,0,2,1,0,0,1,11,2,0,0,0,0,0,0,0,1,2,2,0,1,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1
80,0.7,270,0.93,0.6,460,FALSE,FALSE,800,246,53,6,10,8,10,4,3,6,7,70,5,0,1,1,1,1,0,0,1,2,7,0,0,1,1,1,0,1,1,2,9,0,2,2,1,1,0,0,1,10,3,0,0,1,2,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70,0.6,240,0.83,0.8,790,TRUE,TRUE,800,255,59,1,8,13,7,7,3,7,5,75,6,2,0,1,0,1,2,0,1,2,6,1,2,1,2,0,0,0,1,5,6,2,0,1,1,0,0,0,0,6,6,1,0,0,0,0,1,0,0,3,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
10,0.7,110,0.46,0.9,430,TRUE,TRUE,800,251,40,3,2,9,10,8,1,2,8,95,6,0,1,4,0,0,0,0,3,2,6,2,0,1,1,2,0,0,2,10,5,0,0,0,2,1,0,1,0,11,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10,0.5,190,0.84,0.3,840,TRUE,FALSE,800,246,52,0,5,12,10,2,2,3,7,78,6,0,2,1,0,0,2,1,1,2,9,0,1,0,2,2,0,0,0,11,7,1,1,1,3,1,0,0,0,8,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
70,0.6,210,0.86,0.6,780,FALSE,TRUE,800,249,44,4,9,11,7,9,2,3,9,82,8,1,2,1,0,0,0,1,0,2,7,0,1,0,0,2,0,0,1,7,6,0,1,2,1,2,0,1,1,6,1,1,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
20,0.7,190,0.38,0.6,300,FALSE,TRUE,800,254,40,6,9,13,13,12,1,7,10,83,1,1,1,1,1,0,1,0,1,0,2,0,0,1,1,1,0,0,1,9,8,0,2,0,1,2,1,1,2,8,2,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,0.5,190,0.71,0.8,320,TRUE,TRUE,800,248,50,6,10,10,15,7,2,10,8,68,6,1,1,0,1,0,0,0,0,0,3,0,2,3,1,1,1,0,0,2,3,1,0,2,1,0,0,1,0,9,4,0,1,0,1,0,1,0,1,1,2,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0
30,0.6,200,0.67,0.4,130,TRUE,TRUE,800,256,49,6,4,11,11,5,3,5,7,86,4,2,3,1,0,0,0,0,2,0,6,0,0,1,2,0,0,0,1,8,9,0,0,2,1,2,1,1,0,7,4,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,0.9,280,0.52,0.5,710,TRUE,TRUE,800,256,47,2,3,11,10,3,1,3,3,101,4,1,1,1,1,0,0,0,1,5,7,0,1,0,0,0,2,0,0,9,4,1,1,1,2,1,0,2,2,8,3,1,0,2,0,0,0,1,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
30,0.9,200,0.46,0.5,750,TRUE,TRUE,800,248,46,3,6,16,13,5,3,4,6,76,8,1,0,0,0,0,0,2,1,4,0,2,0,4,1,0,1,1,0,5,9,0,0,0,2,1,1,0,1,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,1,0,0,1
90,0.5,240,0.41,0.7,820,TRUE,FALSE,800,249,53,2,9,15,8,5,3,6,6,73,10,1,1,0,1,0,0,0,0,1,8,0,0,1,0,1,1,1,0,11,3,1,0,0,2,1,1,0,2,5,6,1,0,1,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0.5,220,0.75,0.7,670,FALSE,TRUE,800,258,46,3,7,12,11,7,2,6,8,89,5,0,2,0,0,0,0,0,1,1,5,3,2,1,2,0,0,1,1,12,8,0,1,1,1,1,1,1,2,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
60,0.8,290,0.57,0.9,390,FALSE,TRUE,800,248,53,5,5,14,13,6,1,6,10,72,7,0,1,2,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,2,7,1,1,1,0,1,1,0,1,9,3,0,0,0,3,0,0,0,0,3,3,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
70,0.5,220,0.39,0.6,770,FALSE,TRUE,800,246,50,2,5,12,6,5,3,7,7,83,5,0,0,1,0,0,0,0,0,0,6,1,1,1,1,1,0,0,0,10,7,1,1,1,2,0,1,1,0,2,3,0,0,0,1,0,0,0,2,3,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2
30,0.5,280,0.44,0.9,940,TRUE,FALSE,800,248,52,6,6,15,12,4,3,6,6,67,4,2,0,1,0,1,1,3,0,1,7,1,0,1,1,2,0,0,0,5,3,1,2,2,2,1,2,1,3,6,2,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
90,0.6,100,0.35,0.5,860,TRUE,TRUE,800,250,49,2,14,6,11,4,4,10,4,70,10,1,1,3,0,0,0,0,1,3,3,2,2,0,0,1,1,0,1,6,8,1,0,0,3,2,0,0,0,5,3,0,0,0,1,1,1,1,0,5,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
20,0.7,100,0.31,0.8,610,FALSE,FALSE,800,246,48,3,8,15,12,5,3,5,5,70,7,0,1,3,0,0,3,0,0,2,9,0,0,0,1,1,1,0,0,8,5,0,3,0,2,1,0,2,0,8,1,1,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
20,0.8,180,0.98,0.3,1000,FALSE,FALSE,800,247,45,8,10,8,11,4,3,7,6,80,2,3,2,1,0,0,0,1,0,2,2,2,0,0,4,3,0,0,1,7,4,0,0,1,1,1,1,1,1,5,2,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
70,0.7,140,0.95,0.9,920,TRUE,FALSE,800,248,47,4,4,9,8,4,3,3,8,85,6,1,0,0,2,0,3,1,1,2,5,1,0,0,0,2,0,1,0,7,5,0,1,1,1,1,0,1,0,10,3,0,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0
90,0.9,270,0.44,0.5,810,TRUE,FALSE,800,254,46,2,5,16,7,5,4,3,7,95,4,0,0,0,3,0,0,0,0,4,4,0,1,1,2,1,0,0,0,12,4,0,2,0,2,0,0,0,0,6,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0
80,0.9,300,0.53,0.5,170,FALSE,FALSE,800,257,61,2,7,11,9,5,3,3,4,79,8,0,0,0,0,1,1,0,0,1,7,2,0,2,3,0,0,0,0,7,3,0,0,2,0,1,0,0,2,7,6,0,0,1,2,3,1,0,1,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
60,0.5,280,0.65,0.8,380,TRUE,FALSE,800,245,42,4,5,17,11,5,5,3,8,80,3,1,0,0,0,1,0,1,0,1,5,0,0,0,0,1,0,1,1,6,6,0,2,0,2,0,0,1,0,10,3,1,1,0,1,3,0,0,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
90,0.8,220,0.59,0.8,930,FALSE,FALSE,800,247,53,0,2,8,11,3,1,1,2,100,8,0,0,2,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,6,7,0,0,0,1,0,1,0,0,6,4,0,0,1,1,0,0,1,1,7,3,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
100,0.5,270,0.62,0.5,390,TRUE,TRUE,800,261,49,0,2,10,7,2,2,1,2,109,6,2,1,6,2,0,0,1,0,1,10,0,2,0,1,1,0,0,0,6,4,0,0,0,0,1,1,0,0,15,0,0,0,0,3,1,0,0,1,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1
90,0.6,270,0.74,0.9,930,TRUE,TRUE,800,251,50,5,5,7,9,3,2,2,6,91,6,2,3,1,1,1,1,0,0,2,3,1,0,1,0,0,1,0,2,6,7,1,0,1,2,0,0,0,1,6,1,0,0,1,0,2,0,0,0,5,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1
70,0.7,190,0.59,0.7,410,TRUE,TRUE,800,251,52,4,6,12,19,1,4,5,8,72,6,0,1,1,2,0,1,1,0,0,7,0,0,1,1,1,0,0,0,4,8,0,0,0,1,1,0,0,1,10,1,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,2,0,0,0,1
80,0.5,220,0.34,0.4,550,TRUE,FALSE,800,248,60,3,6,13,14,6,2,3,6,61,9,0,3,1,0,1,0,0,1,2,10,1,0,0,2,2,2,0,1,4,5,2,0,0,2,1,0,2,0,5,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
80,0.9,250,0.88,0.7,850,FALSE,TRUE,800,253,46,5,5,13,13,4,3,2,12,74,8,2,0,1,2,0,0,1,0,3,10,1,3,0,1,0,2,1,1,7,5,0,0,1,1,1,1,0,0,8,2,1,1,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0
80,0.9,220,0.54,0.9,260,FALSE,FALSE,800,254,47,3,2,10,10,9,0,6,6,95,2,1,0,0,1,0,0,0,0,5,3,0,2,0,1,2,0,1,1,9,8,1,1,2,0,1,0,0,1,10,1,0,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
50,0.5,300,0.87,0.3,660,FALSE,FALSE,800,242,47,4,6,9,10,9,3,2,11,74,3,0,2,0,0,0,0,1,1,1,6,0,1,1,2,0,0,0,1,10,8,0,1,2,1,1,0,0,0,10,2,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
90,0.6,210,0.71,0.3,180,TRUE,FALSE,800,249,48,4,7,5,10,4,2,3,7,90,8,0,1,0,1,0,0,0,2,2,3,0,2,0,1,0,0,0,0,11,10,1,0,1,1,0,0,0,1,5,2,0,0,1,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
70,0.8,200,0.49,0.5,310,FALSE,TRUE,800,250,55,0,2,10,4,4,4,2,6,87,5,2,1,0,1,1,0,0,0,6,7,0,1,0,2,2,0,0,1,11,9,0,0,2,1,0,0,0,0,10,3,0,0,0,1,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
100,0.6,300,0.58,0.9,630,FALSE,FALSE,800,247,50,3,3,9,9,3,2,6,6,82,6,2,0,1,1,1,0,0,0,4,8,1,1,2,4,0,0,0,0,7,9,0,0,0,2,2,1,0,2,6,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
