time,cpu_frequency,cpu_usage,sda_usage
20241108105355,1100,0.9899,0.0
20241108105509,1100,0.9899,0.0
20241108105905,1100,0.9899,0.024
20241108110020,1100,0.9875,0.0
20241108110406,1100,0.9773,0.064
20241108110521,1100,0.985,0.0
20241108110911,1100,0.9949,0.004
20241108111025,1100,0.9825,0.0
20241108111405,1100,0.9924,0.0
20241108111519,1100,0.9825,0.0
20241108111856,1100,0.9698,0.044
20241108112011,1100,0.9874,0.0
20241108112400,1100,0.9825,0.0
20241108112514,1100,0.9875,0.0
20241108112902,1100,0.9975,0.0
20241108113016,1100,0.9975,0.0
20241108113407,1100,0.9949,0.0
20241108113521,1100,0.985,0.0
20241108113906,1100,0.9924,0.0
20241108114021,1100,0.9949,0.0
20241108114408,1100,0.8988,0.0
20241108114522,1100,0.9899,0.0
20241108114907,1100,0.9646,0.036
20241108115021,1100,0.9899,0.0
20241108115408,1100,0.9949,0.0
20241108115522,1100,0.9899,0.0
20241108115906,1100,0.9624,0.0
20241108120020,1100,0.985,0.0
20241108120413,1100,0.9899,0.004
20241108120528,1100,0.9924,0.0
20241108120915,1100,0.8596,0.012
20241108121029,1100,0.9949,0.0
20241108121418,1100,0.9825,0.0
20241108121533,1100,0.9924,0.0
20241108121922,1100,0.9949,0.0
20241108122037,1100,0.9899,0.0
20241108122426,1100,0.9899,0.028
20241108122541,1100,0.985,0.0
20241108122927,1100,0.8908,0.0
20241108123041,1100,0.9899,0.0
20241108123429,1100,0.96,0.0
20241108123544,1100,0.985,0.008
20241108123929,1100,0.8211,0.008
20241108124043,1100,0.9899,0.0
20241108124436,1100,0.83,0.032
20241108124550,1100,0.9924,0.0
20241108124934,1100,0.7985,0.104
20241108125048,1100,0.9825,0.0
20241108125437,1100,0.8391,0.0
20241108125551,1100,0.9949,0.0
20241108125945,1100,0.9478,0.0
20241108130100,1100,0.9924,0.0
20241108130447,1100,0.9899,0.0
20241108130601,1100,0.9899,0.0
20241108130941,1100,0.9799,0.004
20241108131056,1100,0.9875,0.0
20241108131445,1100,0.9873,0.036
20241108131600,1100,0.9949,0.008
20241108131949,1100,0.9599,0.0
20241108132103,1100,0.985,0.0
20241108132447,1100,0.9899,0.008
20241108132602,1100,0.9924,0.0
20241108132945,1100,0.9824,0.0396
20241108133059,1100,0.9924,0.0
20241108133443,1100,0.9924,0.0
20241108133558,1100,0.9899,0.0
20241108133953,1100,0.9698,0.0
20241108134107,1100,0.9874,0.004
20241108134457,1100,0.9949,0.004
20241108134611,1100,0.9825,0.0
20241108134957,1100,0.9949,0.0
20241108135111,1100,0.9899,0.0
20241108135503,1100,0.9673,0.008
20241108135618,1100,0.9924,0.0
20241108140008,1100,0.9598,0.0
20241108140122,1100,0.98,0.0
20241108140511,1100,0.9824,0.0
20241108140625,1100,0.9875,0.0
20241108141011,1100,0.9177,0.04
20241108141125,1100,0.9975,0.0
20241108141510,1100,0.868,0.0
20241108141624,1100,0.9924,0.0
20241108142014,1100,0.9899,0.0
20241108142129,1100,0.9899,0.0
20241108142513,1100,0.86,0.172
20241108142627,1100,0.9875,0.0
20241108143010,1100,0.9874,0.004
20241108143125,1100,0.9899,0.0
20241108143512,1100,0.9525,0.004
20241108143626,1100,0.9875,0.0
20241108144013,1100,0.9949,0.0
20241108144128,1100,0.9825,0.0
20241108144514,1100,0.8831,0.0
20241108144628,1100,0.9875,0.0
20241108145006,1100,0.9156,0.0
20241108145120,1100,0.9899,0.0
20241108145501,1100,0.8775,0.044
20241108145615,1100,0.9975,0.0
20241108150003,1100,0.908,0.028
20241108150118,1100,0.9825,0.0
20241108150512,1100,0.8958,0.0
20241108150626,1100,0.9924,0.0
20241108151019,1100,0.7995,0.0
20241108151133,1100,0.9924,0.0
20241108151516,1100,0.9305,0.036
20241108151631,1100,0.9874,0.0
20241108152016,1100,0.9799,0.032
20241108152131,1100,0.9949,0.0
20241108152529,1100,0.8358,0.0
20241108152643,1100,0.9899,0.0
20241108153031,1100,0.8568,0.064
20241108153145,1100,0.9949,0.0
20241108153530,1100,0.9625,0.0
20241108153644,1100,0.9776,0.0
20241108154040,1100,0.9848,0.0
20241108154154,1100,0.9975,0.0
20241108154540,1100,0.9573,0.0
20241108154654,1100,0.9875,0.0
20241108155036,1100,0.9401,0.06
20241108155150,1100,0.9924,0.0
20241108155537,1100,0.9774,0.004
20241108155651,1100,0.9825,0.0
20241108160040,1100,0.9623,0.0
20241108160154,1100,0.9949,0.0
20241108160542,1100,0.9527,0.0
20241108160656,1100,0.9824,0.04
20241108161042,1100,0.9476,0.0
20241108161156,1100,0.9924,0.0
20241108161555,1100,0.9798,0.048
20241108161709,1100,0.9899,0.0
20241108162052,1100,0.9695,0.0
20241108162206,1100,0.9899,0.0
20241108162551,1100,0.9924,0.0
20241108162706,1100,0.985,0.0
20241108163108,1100,0.893,0.072
20241108163222,1100,0.9899,0.0
20241108163618,1100,0.9949,0.0
20241108163732,1100,0.9924,0.0
20241108164122,1100,0.9949,0.012
20241108164237,1100,0.985,0.0
20241108164629,1100,0.9823,0.028
20241108164743,1100,0.9899,0.0
20241108165123,1100,0.9648,0.012
20241108165238,1100,0.9899,0.0
20241108165619,1100,0.9924,0.0
20241108165733,1100,0.9924,0.0
20241108170117,1100,0.9521,0.032
20241108170231,1100,0.9825,0.0
20241108170629,1100,0.9775,0.0
20241108170743,1100,0.9874,0.0
20241108171127,1100,0.9625,0.0
20241108171241,1100,0.9875,0.0
20241108171635,1100,0.985,0.0
20241108171750,1100,0.9924,0.0
20241108172143,1100,0.8889,0.0
20241108172257,1100,0.9949,0.0
20241108172641,1100,0.843,0.008
20241108172755,1100,0.9975,0.0
20241108173143,1100,0.8911,0.0
20241108173257,1100,0.9899,0.0
20241108173653,1100,0.9648,0.0
20241108173813,1300,0.9924,0.008
20241108174137,1300,0.8571,0.0
20241108174250,1300,1.0,0.004
20241108174616,1300,0.8521,0.0
20241108174730,1300,0.9924,0.0
20241108175104,1300,0.8321,0.0
20241108175218,1300,0.9899,0.0
20241108175540,1300,0.861,0.036
20241108175654,1300,0.9875,0.0
20241108180022,1300,0.9899,0.0
20241108180136,1300,0.9875,0.0
20241108180458,1300,0.9823,0.036
20241108180611,1300,0.9949,0.0
20241108180936,1300,0.9875,0.0
20241108181050,1300,0.9899,0.0
20241108181413,1300,0.9798,0.004
20241108181527,1300,0.9924,0.0
20241108181900,1300,1.0,0.0
20241108182014,1300,0.9875,0.0
20241108182337,1300,0.9925,0.0
20241108182451,1300,0.9875,0.0
20241108182815,1300,0.9798,0.064
20241108182929,1300,0.9924,0.0
20241108183256,1300,0.98,0.032
20241108183410,1300,0.9899,0.0
20241108183735,1300,0.9924,0.0
20241108183849,1300,0.9875,0.0
20241108184209,1300,0.9975,0.0
20241108184322,1300,0.9924,0.004
20241108184652,1300,0.9773,0.06
20241108184806,1300,0.9899,0.0
20241108185131,1300,0.9874,0.0
20241108185244,1300,0.985,0.0
20241108185615,1300,0.9045,0.024
20241108185729,1300,0.9875,0.0
20241108190052,1300,0.9578,0.0
20241108190206,1300,0.9899,0.0
20241108190532,1300,0.8905,0.0
20241108190646,1300,0.9899,0.0
20241108191012,1300,0.9455,0.0
20241108191126,1300,0.985,0.0
20241108191500,1300,0.9924,0.0
20241108191614,1300,0.9874,0.0
20241108191941,1300,0.9075,0.0
20241108192055,1300,0.9899,0.0
20241108192419,1300,0.9749,0.036
20241108192533,1300,0.9875,0.0
20241108192853,1300,0.9323,0.004
20241108193007,1300,0.9924,0.0
20241108193338,1300,0.9175,0.048
20241108193452,1300,0.9874,0.0
20241108193814,1300,0.9449,0.036
20241108193928,1300,0.9975,0.0
20241108194258,1300,0.8675,0.0
20241108194412,1300,0.9949,0.0
20241108194734,1300,0.9873,0.032
20241108194848,1300,0.9874,0.008
20241108195214,1300,0.8688,0.0
20241108195328,1300,0.985,0.0
20241108195703,1300,0.9129,0.0
20241108195817,1300,0.9924,0.0
20241108200143,1300,0.9077,0.052
20241108200257,1300,0.9949,0.0
20241108200628,1300,0.9899,0.008
20241108200743,1300,0.9975,0.0
20241108201105,1300,0.9545,0.112
20241108201220,1300,0.9899,0.0
20241108201550,1300,0.9975,0.0
20241108201704,1300,0.9949,0.0
20241108202033,1300,0.8697,0.052
20241108202147,1300,0.9899,0.0
20241108202505,1300,0.9673,0.0
20241108202619,1300,0.9975,0.008
20241108202947,1300,0.99,0.0
20241108203101,1300,0.985,0.004
20241108203430,1300,0.948,0.0
20241108203544,1300,0.9924,0.0
20241108203909,1300,0.9598,0.0
20241108204023,1300,0.9949,0.0
20241108204347,1300,0.9823,0.032
20241108204501,1300,0.9949,0.0
20241108204822,1300,0.9924,0.0
20241108204936,1300,0.9825,0.0
20241108205308,1300,0.9474,0.072
20241108205422,1300,0.9975,0.0
20241108205748,1300,0.9925,0.0
20241108205901,1300,0.9924,0.0
20241108210232,1300,0.9698,0.008
20241108210346,1300,0.9975,0.0
20241108210709,1300,0.9849,0.024
20241108210823,1300,0.9825,0.0
20241108211143,1300,0.9596,0.008
20241108211256,1300,0.9924,0.0
20241108211620,1300,0.9899,0.0
20241108211734,1300,0.9875,0.0
20241108212058,1300,0.96,0.0
20241108212212,1300,0.9924,0.0
20241108212534,1300,0.9848,0.032
20241108212647,1300,0.9875,0.0
20241108213014,1300,0.9924,0.0
20241108213128,1300,0.9899,0.0
20241108213504,1300,0.9899,0.0
20241108213618,1300,0.9899,0.0594
20241108213945,1300,0.868,0.0
20241108214058,1300,0.9924,0.0
20241108214428,1300,0.9924,0.0
20241108214542,1300,0.9899,0.0
20241108214907,1300,0.9673,0.0
20241108215021,1300,0.9875,0.0
20241108215348,1300,0.9156,0.004
20241108215502,1300,0.9825,0.0
20241108215826,1300,0.9673,0.032
20241108215940,1300,0.9949,0.0
20241108220310,1300,0.871,0.0
20241108220423,1300,0.9899,0.0
20241108220749,1300,0.9899,0.028
20241108220903,1300,0.9825,0.028
20241108221233,1300,0.9526,0.0
20241108221347,1300,0.9899,0.0
20241108221707,1300,0.9773,0.0
20241108221821,1300,0.9825,0.0
20241108222145,1300,0.8978,0.056
20241108222258,1300,0.9949,0.0
20241108222619,1300,0.9949,0.0
20241108222733,1300,0.9875,0.0
20241108223106,1300,0.9724,0.0
20241108223220,1300,0.9949,0.0
20241108223547,1300,0.9924,0.0
20241108223701,1300,0.9874,0.032
20241108224025,1300,0.9874,0.0
20241108224139,1300,0.9975,0.0
20241108224515,1300,0.8883,0.088
20241108224629,1300,0.9825,0.0
20241108224949,1300,0.9799,0.036
20241108225103,1300,0.9949,0.0
20241108225426,1300,0.9949,0.0
20241108225540,1300,0.9975,0.0
20241108225906,1300,0.9523,0.028
20241108230020,1300,0.9727,0.032
20241108230344,1300,0.9924,0.0
20241108230458,1300,0.9875,0.0
20241108230830,1300,0.9599,0.008
20241108230944,1300,0.9825,0.0
20241108231318,1300,0.9848,0.04
20241108231431,1300,0.9899,0.0
20241108231753,1300,0.9597,0.036
20241108231907,1300,0.9801,0.012
20241108232233,1300,0.9924,0.0
20241108232347,1300,0.9874,0.0
20241108232709,1300,0.9924,0.008
20241108232823,1300,0.9875,0.0
20241108233153,1300,0.9724,0.004
20241108233307,1300,0.9899,0.0
20241108233632,1300,0.9924,0.0
20241108233746,1300,0.9949,0.0
20241108234116,1300,0.985,0.0
20241108234230,1300,0.9875,0.0
20241108234552,1300,0.9574,0.0
20241108234706,1300,0.9748,0.228
20241108235028,1300,0.9949,0.008
20241108235142,1300,0.985,0.0
20241108235516,1300,0.9824,0.0
20241108235629,1300,0.9875,0.0
20241108235952,1300,0.8983,0.008
20241109000106,1300,0.9949,0.0
20241109000433,1300,0.9875,0.0
20241109000547,1300,0.985,0.0
20241109000913,1300,0.9576,0.0
20241109001028,1300,0.9749,0.064
20241109001351,1300,0.9799,0.028
20241109001505,1300,0.9975,0.0
20241109001825,1300,0.9723,0.0
20241109001939,1300,0.9899,0.0
20241109002306,1300,0.9573,0.004
20241109002420,1300,0.9924,0.0
20241109002744,1300,0.8621,0.0
20241109002857,1300,0.985,0.0
20241109003224,1300,0.8737,0.04
20241109003338,1300,0.9899,0.0
20241109003701,1300,0.8922,0.0
20241109003815,1300,0.9949,0.0
20241109004139,1300,0.8968,0.06
20241109004253,1300,0.9949,0.0
20241109004619,1300,0.9924,0.004
20241109004733,1300,0.9899,0.0
20241109005102,1300,0.9975,0.0
