time,cpu_freq,hadoop_idx,cpu_idle,sda_idle
20241110041616,2000,795,0.9257,0.0
20241110041617,2000,795,0.9425,0.04
20241110041618,2000,795,0.9823,0.0
20241110041619,2000,795,1.0,0.0
20241110041620,2000,795,0.9925,0.0
20241110041621,2000,795,0.995,0.0
20241110041622,2000,795,0.9924,0.028
20241110041623,2000,795,0.9925,0.0
20241110041624,2000,795,0.9975,0.0
20241110041625,2000,795,0.995,0.0
20241110041626,2000,795,0.995,0.0
20241110041627,2000,795,0.9924,0.036
20241110041628,2000,795,1.0,0.0
20241110041629,2000,795,0.9975,0.0
20241110041630,2000,795,0.9925,0.0
20241110041631,2000,795,0.9975,0.0
20241110041632,2000,795,0.9975,0.028
20241110041633,2000,795,0.9824,0.004
20241110041634,2000,795,0.87,0.004
20241110041635,2000,795,0.9975,0.0
20241110041636,2000,795,1.0,0.0
20241110041637,2000,795,0.9924,0.028
20241110041638,2000,795,0.702,0.092
20241110041639,2000,795,0.3889,0.004
20241110041640,2000,795,0.5365,0.0
20241110041641,2000,795,0.4414,0.08
20241110041642,2000,795,0.9773,0.0
20241110041643,2000,795,0.995,0.028
20241110041644,2000,795,0.9949,0.0
20241110041645,2000,795,0.9975,0.0
20241110041646,2000,795,0.9825,0.048
20241110041647,2000,795,0.9875,0.0
20241110041648,2000,795,1.0,0.004
20241110041649,2000,795,0.8444,0.004
20241110041650,2000,795,0.378,0.004
20241110041651,2000,795,0.5282,0.036
20241110041652,2000,795,0.3702,0.0
20241110041653,2000,795,0.5481,0.008
20241110041654,2000,795,0.9949,0.0
20241110041655,2000,795,0.995,0.0
20241110041656,2000,795,1.0,0.0
20241110041657,2000,795,0.9849,0.028
20241110041658,2000,795,0.995,0.0
20241110041659,2000,795,0.995,0.0
20241110041700,2000,795,0.9849,0.0
20241110041701,2000,795,0.9949,0.0
20241110041702,2000,795,0.985,0.02
20241110041703,2000,795,0.9924,0.0
20241110041704,2000,795,0.9899,0.0
20241110041705,2000,795,0.9975,0.0
20241110041706,2000,795,0.995,0.0
20241110041707,2000,795,0.9874,0.016
20241110041708,2000,795,0.9874,0.04
20241110041709,2000,795,0.9825,0.0
20241110041710,2000,795,0.9899,0.0
20241110041711,2000,795,0.995,0.0
20241110041712,2000,795,0.9874,0.028
20241110041713,2000,795,0.9925,0.004
20241110041714,2000,795,1.0,0.0
20241110041715,2000,795,0.9925,0.0
20241110041716,2000,795,0.99,0.0
20241110041717,2000,795,0.9849,0.028
20241110041718,2000,795,0.9925,0.0
20241110041719,2000,795,0.8539,0.052
20241110041720,2000,795,0.99,0.0
20241110041721,2000,795,0.9383,0.0
20241110041722,2000,795,0.9048,0.252
20241110041723,2000,795,0.9925,0.0
20241110041724,2000,795,0.995,0.0
20241110041725,2000,795,0.9949,0.0
20241110041726,2000,795,0.9751,0.0
20241110041727,2000,795,0.9925,0.0
20241110041728,2000,795,0.9924,0.024
20241110041729,2000,795,0.9975,0.0
20241110041730,2000,795,0.9799,0.0
20241110041731,2000,795,0.99,0.0
20241110041732,2000,795,0.4029,0.0
20241110041733,2000,795,0.2902,0.032
20241110041734,2000,795,0.0025,0.0
20241110041735,2000,795,0.0,0.0
20241110041736,2000,795,0.0025,0.0
20241110041737,2000,795,0.0025,0.0
20241110041738,2000,795,0.0025,0.032
20241110041739,2000,795,0.0075,0.0
20241110041740,2000,795,0.7808,0.024
20241110041741,2000,795,0.4436,0.012
20241110041742,2000,795,0.432,0.0
20241110041743,2000,795,0.4099,0.048
20241110041744,2000,795,0.9698,0.004
20241110041745,2000,795,0.9975,0.0
20241110041746,2000,795,0.9776,0.024
20241110041747,2000,795,0.92,0.0
20241110041748,2000,795,0.9325,0.024
20241110041749,2000,795,0.995,0.004
20241110041750,2000,795,0.7433,0.004
20241110041751,2000,795,0.3822,0.0
20241110041752,2000,795,0.5024,0.0
20241110041753,2000,795,0.3517,0.028
20241110041754,2000,795,0.3203,0.064
20241110041755,2000,795,0.4823,0.0
20241110041756,2000,795,0.9353,0.0
20241110041757,2000,795,0.4475,0.012
20241110041758,2000,795,0.0075,0.032
20241110041759,2000,795,0.0226,0.0
20241110041800,2000,795,0.0226,0.004
20241110041801,2000,795,0.0275,0.0
20241110041802,2000,795,0.5149,0.012
20241110041803,2000,795,0.3869,0.044
20241110041804,2000,795,0.005,0.0
20241110041805,2000,795,0.0252,0.004
20241110041806,2000,795,0.0125,0.012
20241110041807,2000,795,0.0125,0.04
20241110041808,2000,795,0.1525,0.048
20241110041809,2000,795,0.8084,0.04
20241110041810,2000,795,0.8362,0.004
20241110041811,2000,795,0.9773,0.0
20241110041812,2000,795,0.9502,0.0
20241110041813,2000,795,0.99,0.0
20241110041814,2000,795,0.9874,0.028
20241110041815,2000,795,0.9949,0.008
20241110041816,2000,795,0.99,0.0
20241110041817,2000,795,0.9472,0.004
20241110041818,2000,795,0.9774,0.0
20241110041819,2000,795,0.9776,0.028
20241110041820,2000,795,0.1147,0.024
20241110041821,2000,795,0.0025,0.0
20241110041822,2000,795,0.0,0.0
20241110041823,2000,795,0.0025,0.0
20241110041824,2000,795,0.0025,0.032
20241110041825,2000,795,0.005,0.004
20241110041826,2000,795,0.4548,0.008
20241110041827,2000,795,0.9378,0.008
20241110041828,2000,795,0.4217,0.004
20241110041829,2000,795,0.1038,0.008
20241110041830,2000,795,0.0426,0.088
20241110041831,2000,795,0.0201,0.004
20241110041832,2000,795,0.0025,0.012
20241110041833,2000,795,0.0,0.008
20241110041947,2000,796,0.9899,0.032
20241110041948,2000,796,0.9023,0.064
20241110041949,2000,796,0.9924,0.0
20241110041950,2000,796,0.9949,0.0
20241110041951,2000,796,1.0,0.0
20241110041952,2000,796,0.99,0.004
20241110041953,2000,796,0.9649,0.028
20241110041954,2000,796,0.9649,0.048
20241110041955,2000,796,0.9875,0.0
20241110041956,2000,796,0.995,0.0
