time,cpu_frequency,cpu_usage,sda_usage
20260312160856,2000,0.7608,0.0066
20260312160939,2000,0.7607,0.0066
20260312161022,2000,0.7607,0.0066
20260312161105,2000,0.7607,0.0066
20260312161147,2000,0.7607,0.0066
20260312161230,2000,0.7607,0.0066
20260312161312,2000,0.7607,0.0066
20260312161356,2000,0.7607,0.0066
20260312161439,2000,0.7607,0.0066
20260312161522,2000,0.7606,0.0066
20260312161605,2000,0.7606,0.0066
20260312161649,2000,0.7606,0.0066
20260312161731,2000,0.7606,0.0066
20260312161814,2000,0.7606,0.0066
20260312161856,2000,0.7606,0.0066
20260312161938,2000,0.7606,0.0066
20260312162021,2000,0.7606,0.0066
20260312162104,2000,0.7605,0.0066
20260312162147,2000,0.7605,0.0066
20260312162230,2000,0.7605,0.0066
20260312162314,2000,0.7605,0.0066
20260312162355,2000,0.7605,0.0066
20260312162438,2000,0.7605,0.0066
20260312162521,2000,0.7605,0.0066
20260312162604,2000,0.7605,0.0066
20260312162647,2000,0.7604,0.0066
20260312162730,2000,0.7604,0.0066
20260312162813,2000,0.7604,0.0066
20260312162858,2000,0.7604,0.0066
20260312162941,2000,0.7604,0.0066
20260312163022,2000,0.7604,0.0066
20260312163105,2000,0.7604,0.0066
20260312163147,2000,0.7604,0.0066
20260312163229,2000,0.7603,0.0066
20260312163312,2000,0.7603,0.0066
20260312163353,2000,0.7603,0.0066
20260312163435,2000,0.7603,0.0066
20260312163517,2000,0.7603,0.0066
20260312163559,2000,0.7603,0.0066
20260312163641,2000,0.7603,0.0066
20260312163726,2000,0.7603,0.0066
20260312163809,2000,0.7602,0.0066
20260312163851,2000,0.7602,0.0066
20260312163934,2000,0.7602,0.0066
20260312164018,2000,0.7602,0.0066
20260312164102,2000,0.7602,0.0066
20260312164144,2000,0.7602,0.0066
20260312164227,2000,0.7602,0.0066
20260312164309,2000,0.7602,0.0066
20260312164352,2000,0.7601,0.0066
20260312164435,2000,0.7601,0.0066
20260312164517,2000,0.7601,0.0066
20260312164600,2000,0.7601,0.0066
20260312164643,2000,0.7601,0.0066
20260312164725,2000,0.7601,0.0066
20260312164809,2000,0.7601,0.0066
20260312164853,2000,0.7601,0.0066
20260312164935,2000,0.7601,0.0066
20260312165101,2000,0.76,0.0066
20260312165144,2000,0.76,0.0066
20260312165227,2000,0.76,0.0066
20260312165310,2000,0.76,0.0066
20260312165352,2000,0.76,0.0066
20260312165435,2000,0.76,0.0066
20260312165518,2000,0.76,0.0066
20260312165601,2000,0.7599,0.0066
20260312165728,2400,0.7599,0.0066
20260312165825,2400,0.7599,0.0066
20260312165902,2400,0.7599,0.0066
20260312165940,2400,0.7599,0.0066
20260312170057,2400,0.7599,0.0066
20260312170135,2400,0.7599,0.0066
20260312170215,2400,0.7599,0.0066
20260312170254,2400,0.7598,0.0066
20260312170332,2400,0.7598,0.0066
20260312170411,2400,0.7598,0.0066
20260312170451,2400,0.7598,0.0066
20260312170529,2400,0.7598,0.0066
20260312170609,2400,0.7598,0.0066
20260312170646,2400,0.7598,0.0066
20260312170723,2400,0.7598,0.0066
20260312170801,2400,0.7598,0.0066
20260312170839,2400,0.7598,0.0066
20260312170919,2400,0.7598,0.0066
20260312170958,2400,0.7598,0.0066
20260312171037,2400,0.7598,0.0066
20260312171115,2400,0.7598,0.0066
20260312171154,2400,0.7597,0.0066
20260312171233,2400,0.7597,0.0066
20260312171313,2400,0.7597,0.0066
20260312171353,2400,0.7597,0.0066
20260312171430,2400,0.7597,0.0066
20260312171508,2400,0.7597,0.0066
20260312171547,2400,0.7597,0.0066
20260312171626,2400,0.7597,0.0066
20260312171704,2400,0.7597,0.0066
20260312171744,2400,0.7597,0.0066
20260312171821,2400,0.7597,0.0066
20260312171858,2400,0.7597,0.0066
20260312171937,2400,0.7597,0.0066
20260312172015,2400,0.7597,0.0066
20260312172053,2400,0.7597,0.0066
20260312172131,2400,0.7597,0.0066
20260312172209,2400,0.7596,0.0067
20260312172247,2400,0.7596,0.0067
20260312172324,2400,0.7596,0.0067
20260312172403,2400,0.7596,0.0067
20260312172440,2400,0.7596,0.0067
20260312172517,2400,0.7596,0.0067
20260312172555,2400,0.7596,0.0067
20260312172633,2400,0.7596,0.0067
20260312172713,2400,0.7596,0.0067
20260312172751,2400,0.7596,0.0067
20260312172831,2400,0.7596,0.0067
20260312172908,2400,0.7596,0.0067
20260312172947,2400,0.7596,0.0067
20260312173025,2400,0.7596,0.0067
20260312173103,2400,0.7595,0.0067
20260312173142,2400,0.7595,0.0067
20260312173219,2400,0.7595,0.0067
20260312173257,2400,0.7595,0.0067
20260312173335,2400,0.7595,0.0067
20260312173412,2400,0.7595,0.0067
20260312173451,2400,0.7595,0.0067
20260312173529,2400,0.7595,0.0067
20260312173606,2400,0.7595,0.0067
