time,cpu_frequency,cpu_usage,sda_usage,active_power,power_time
20241107152115,800,0.9949,0,22.74192,20241107152116
20241107152529,800,0.9499,0,28.73778,20241107152526
20241107152645,800,0.9874,0,23.08387,20241107152646
20241107153111,800,0.9273,0.044,23.11017,20241107153117
20241107153227,800,0.9874,0,23.06282,20241107153227
20241107153652,800,0.9183,0.048,22.94446,20241107153657
20241107153807,800,0.9874,0,22.93788,20241107153807
20241107154224,800,0.7672,0.112,23.17593,20241107154228
20241107154338,800,0.9899,0,23.64807,20241107154338
20241107154750,800,0.9075,0.032,23.37189,20241107154758
20241107154905,800,0.9825,0.004,22.98523,20241107154909
20241107155319,800,0.7385,0.052,23.79669,20241107155319
20241107155433,800,0.9825,0,22.84582,20241107155439
20241107155841,800,0.7808,0.056,22.79584,20241107155845
20241107155956,800,0.9849,0,23.30218,20241107155955
20241107160412,800,0.8117,0,22.91158,20241107160415
20241107160527,800,0.9825,0,23.18513,20241107160525
20241107160939,800,0.9048,0.04,29.0521,20241107160936
20241107161054,800,0.9823,0.032,23.12201,20241107161056
20241107161506,800,0.9875,0,22.98391,20241107161506
20241107161621,800,0.9924,0,23.12727,20241107161626
20241107162034,800,0.9596,0.012,23.77433,20241107162037
20241107162150,800,0.9825,0,22.9918,20241107162157
20241107162603,800,0.9949,0.004,22.92078,20241107162607
20241107162718,800,0.9776,0,22.90632,20241107162718
20241107163139,800,0.9798,0,28.87982,20241107163138
20241107163254,800,0.9824,0.028,22.92736,20241107163258
20241107163711,800,0.9874,0,23.42713,20241107163719
20241107163826,800,0.9899,0.02,23.0523,20241107163829
20241107164247,800,0.9698,0.004,24.57527,20241107164249
20241107164403,800,0.9849,0,23.30087,20241107164409
20241107164822,800,0.9975,0,23.85455,20241107164825
20241107164937,800,0.9774,0.028,23.01285,20241107164935
20241107165351,800,0.9722,0,23.00627,20241107165355
20241107165507,800,0.9825,0,23.1128,20241107165505
20241107165918,800,0.9899,0.004,28.9732,20241107165916
20241107170033,800,0.985,0,22.98128,20241107170036
